Tweet Text,label (annotator1),label (annotator2),label (annotator3)
Police investigate deadly stabbing on city’s west side,1,,1
U.S. judge finds that Aetna deceived the public about its reasons for quitting Obamacare,1,,2
"Microsoft: CLSA Ups Target to $72 on Cloud, Server Payoff - #cloud_computing",1,,1
"Iraq, the Ultimate War Crime: Erasing the History of Mesopotamia. The Destruction of Nineveh via @grtvnews",0,,0
'I'm Calling the Police!'' Find Out Why Jasper Is Breaking Into a Reporter's House in This Scandalous The Royals…,1,,1
"On This day in 1879, Zulu Warriors annihilated British forces in the epic Battle at #Isandlwana. Catch #KZNGOV LIVE…",0,,0
"Supreme Court rejects Theresa May's appeal to trigger Article 50, amidst concerns it may misfire and fly in the wrong direction.",3,,2
"Claudette colvin was the first ""rosa parks"". was arrested on 03/02/1955 on several charges, including violating the city's segregation laws",1,,0
Bww sounds bomb rn,0,,0
Robert Steele: On Strike Against Amazon,0,,1
OPEC cuts will not impact Saudi oil supply to Japan -Saudi official,1,,2
Senator @SaeedGhani1 talks about the importance of maths and science & how he excelled by putting in extra efforts…,0,,0
"Very important thread on the right to, & ownership of, violence by supremacist forces everywhere. Illuminating to r…",0,,0
Read more about how NYPD Neighborhood Coordination Officers (NCO's) are working with NYC communities.…,0,,0
"#HandwaraMassacre :25th Jan 1990 , 27 yrs ago, on this very day Indian forces shot dead more than 21 unarmed civili…",0,,0
DANGEROUS: NKorea Defector Says Kim Jong-Un Control Crumbling...,2,,2
Baloch commander Allah Nazar has reportedly been killed. He spoke to me on a controversial issue here #Balochistan,1,,1
Tony Blair could face contempt of parliament motion over Iraq war < probably Thursday #Chilcot,1,,2
@Independent besides Russia armed and supported rebels including providing missile that shot down a civilian airliner.,1,,1
A Geezer$ Alert : BA: Boeing Comes Back With Breakout Earnings And Positive Future…,0,,1
Unbelievable: Qld Government appeal Palm Island decision via @newscomauHQ,1,,1
VOTE: One tweet a day could see a 10th award for the band called Coldplay! Tweet #BRITVIDCOLDPLAY once a day for HF…,0,,0
Israeli army readies for evacuation of illegal West Bank outpost of Amona,0,,1
"@POTUS Nothing like acting like the Kremlin, but then again, that's what you aspire to do, oh yes, you have Fox and Breitbart.",0,,0
JUST IN: Judge Jeanine Pirro Leaves Trump Tower Likely to Announce…,1,,2
"Today January 27, 14 Years Ago We Remember The People That Died At Oke Afa As A Result Of Bomb Blast At Army Cantonment. cc @Gidi_Traffic",0,,0
Kylie Jenner Breaks Down Crying Over Tyga in Emotional 'KUWTK' Sneak Preview,1,,0
"Increased use of snares in Southeast Asia driving extinction crisis, scientists warn:",0,,1
"Rogers Co: SH66 SB approx. 3 1/2 miles north of Chelsea, one vehicle unknown injury collision, southbound lanes are partially blocked. MD",1,,1
"Constitution clear from Articles 47 to 53 on time, process, substance and vulnerability. Action &cultural change KE…",0,,0
"The IRA hardmen are still on top: ""Sinn Féin meeting that brought political crisis to a head"" via @IrishTimes",0,,0
US health officials cancel climate conference; don't say why via @YahooNews,2,,3
Attend Seminar on Red Terror of CPM on 28th at Delhi University #CPMKills,0,,0
#BREAKING #Ukraine brought 6 tanks with toxic chlorine to Artemovsk. It is likely that they let the chlorine leak t…,0,,1
Congress cadre prevented from staging protest. Arrested.,0,,1
"Firstly,#thevoicenigeria was shot in South Africa,Now #BBNaija is been shot in South Africa,Very soon Independence day would hold in Gabon..",0,,1
"Wife of Robin Vos, *Speaker* of Wisconsin Assembly-GOP dude who pushed for voter ID laws targeting minorities-herse…",1,,1
"These are the horrific injuries suffered by children in Syria, being treated by a top plastic surgeon from Liverpool",0,,1
Police investigating alleged assault at Edmonton women’s rally,1,,1
(Downtown Toledo) Sandshrew 40% (3/5/10) mud shot fast/rock slide) till 23:19:10 (28m 58s),0,,0
100 days to go until 1st ever Metro Mayoral elections. RF report looks at living standards challenge in UK cities…,0,,0
I think fellaini is in the squad to try and nullify the height and strength of the stoke attack. Let's see though.,0,,0
DEVELOPING: Trump to Announce First SCOTUS Nominee on Feb 2,1,,3
Disruption of rallies by police is illegal and should be resisted - Femi...,0,,0
"New post added at Juj Chil Spot - Man, 2 children dead after gunmen shoot six in Hanover",1,,1
Center-leaning Manuel Valls and Socialist Party stalwart Benoit Hamon advance in French primary.,2,,2
"TOMORROW, all iced or blended rebels will only be $1 for smalls, $2 for mediums, and $3 for larges! #dbev…",0,,0
Shia LaBeouf launched an anti-Trump live stream to protest the President for the next four years…,2,,1
High level investigation into hostels for Dalit& tribal students across states must be ordered. This not a lone...,0,,0
"Car-sharing button will be a standard feature in Lynk vehicles, says Alain Visser. #ANRetailForum",1,,1
Open letter to SAMEE: Police Scotland fund you. What are they buying? #Prevent #educatorsnotinformants…,0,,0
"About New York: Sunny’s Bar, Revived After Hurricane Sandy, Is Being Saved, Again",0,,0
"Ann Moore: China Deploys Nuclear ICBM System In ""Response to Trump's Provocative Remarks"" #news via activistpost",0,,1
Remember guys. The reason why jicheol aren't seen outside is because they're always together @ dorm etc. Jihoon himself confirmed it,0,,0
Many of Syria's most promising young artists have reinvented themselves in Berlin,0,,1
"Govt machinery has bcm Nawaz Sharif's PR team. If tht wasn't bad enough, Khawaja Saad Rafique decided to throw in a threat to the judiciary!",0,,0
Last night's downpour must've been a 1 in 50 year storm because major canals and rivers in SG are designed to handl…,1,,1
#360WiseMedia Movie #News 'Lowriders' Launches New Film Division Aimed at Hispanic,0,,1
Ibrahim Magu: EFCC boss says men more corrupt than women,0,,0
Women’s Sport Week: Key figures discuss long battle to put women’s sport on same,1,,1
Trading Shots: Do accusations of a fix tell us what fans really think of Tito Ortiz and Chael Sonnen?,0,,0
Dubai Police waive speeding fines after motorist proves wife was in labour,0,,0
#Music Think Tank Weekly Recap: McCartney's Lawsuit Jennifer Holliday Cancels Performance #musicians,0,,1
Drilling down on Trump’s Keystone XL Pipeline progress,0,,0
Half-headed Florida man arrested (again) -- this time after setting his mattress on fire,1,,1
And thats what when one batsman(malik) plays too many dot balls...the other one has to attack...hafeez gone! #AusvPak,0,,0
HOLY CRAP! Protesters set LIMO and other vehicles on FIRE during Inaugural Parade [VIDEO] The Right Scoop,0,,2
I'm in Stoke this morning. Mining: gone. Steel: gone: Potteries: a shadow of the past. Unemployment: high. If true:…,0,,0
A small town in Vt is on red alert after an elderly woman was stabbed to death in her home.,1,,1
SPORT: @MunsterGAA have confirmed Clare v Cork fixture in the Munster SHL will stand as planned for Wednesday night in Sixmilebridge #GAA,1,,1
"The irony of these faragist clowns celebrating ""America First"" while daring to invoke Churchill takes the biscuit",0,,0
"Microsoft names Kevin Scott, LinkedIn infrastructure chief, as Microsoft CTO (@maryjofoley)",2,,2
Fire causes $11m loss at SA hay plant. Expected to burn for days. #Bowmans #sun7,1,,1
Are you aware if members of your staff were being monitored by the FBI w/r/t unusual comms. with Russian officials?,0,,0
"Its not a women's march, It's a women against Trump AKA Anti-Trump protest. This year is was bastardized and that is sad in itself.",1,,1
Lady Wolverines lose on a last second shot 46-47.,0,,1
German finance minister's Brexit WARNING: Merkel ally sends message to UK over tax threats,1,,2
‘An attack on the public protector is an attack on the poor’ - PAC,1,,0
N136m Fraud: NIMASA Director Knows Fate Feb 21,0,,0
The Bank of England's governor says fintech companies should be prepared for tougher regulations,2,,2
PROGRAM ALERT: Oklahoma men's basketball vs Iowa State at 1 CT on ESPN2.,0,,0
"This armor portrays the armor that Pope Julius II also known as the warrior pope, wore into battle.",0,,0
"there is no scriptural justification in Christianity for that behaviour, and it is not a problem the size of Islamic terror",1,,0
Italian police arrests suspected Nigerian leaders of human trafficking and prostitution ring,2,,1
Turkish security forces are still searching for the gunman who killed at least 39 in Reina nightclub attack in Ist…,1,,3
"Barack was an angry black race hustler. He was also good at dividing. Leftists drooled on his every word. Hence, the unrest now.",,,
"Donald the truth Trump shapes peoples politics,it's time for all the sheep to exit the matrix and understand this i…",,,
EU food safety body to look again at palm oil health risks,,,
live poll: do you support Branson demanding 2nd EU ref? #Brexit,,,
"09:35 Webb St, Narre Warren - False Alarm safe (CFA district 8)",,,
"“I think Trump building the wall with is insane & racist, but I think what is doing on Manus & Nauru is as well.” -@NaomiAKlein",,,
Yes that's UK - SC In India SC ordered PM n Smriti Irani minister to produce qualification degree not done yet So i…,,,
"A storm off of Noosa Main Beach, Australia | Photo by VFpictures",,,
"The Sun, Express and Daily Mail spread a fake story about a jihadist attacking a Spanish supermarket",,,
Demise of Shri Ramdas Agarwal is saddening. His contribution towards building the BJP in Rajasthan will be remembered. RIP.,,,
Aussie singer Delta Goodrem sells her Hollywood Hills home for $3.4 million,,,
"#HappeningNow #CampbellTrial MPD Ofc. Dotson takes stand, identified as Ofc who shot Teveno Campbell during drug ra…",,,
"#BREAKINGNEWS: San Bernardino Mountains restricted to residents only, CHP says. People urged to avoid area including the 330, 18 and 38",,,
Liaison Restaurant and Lounge is the newest nightlife hub helping the Sunset Strip get its mojo back:…,,,
WARNING: Western Cape dam levels drop to below 40%,,,
Lopa dint hav key ingredients stil she din giv up n completed d task.agar bani hoti she must hv played victim drama b gav up the task__ #BB10,,,
The Attack on Civil Society Outside Cairo via @AmyAustinHolmes @SadaJournal,,,
"VIDEO: Oil cash bonanza saga, EALA for albino bill, S.1 selection underway, Naduli's rise to stardom #NBSLiveAt9…",,,
Arson call leads police to stumble upon charred construction documents in Caspian warehouse,,,
Germany: Migrants planned Dusseldorf terror plot to ‘shoot as many fleeing people as possible’ before suicide attack,,,
"Fox Philadelphia anchor suspended for saying Conway ""good at bulls--t""",,,
Tony Ahn reveals when he was reported to the police for the smell of cheonggukjang in America #kpop #kentertainment…,,,
Improving Security: Police Express Concern Over High Rate Of Suicide.,,,
Jethro & liberals are for islm & sharia in Canada ..Canadians need to demand July elxn & Jethro libs run on the iss…,,,
"Coasts and the SW are already vulnerable to storms, drought, air pollution, & extreme heat. #Climate will exacerbate",,,
Now Senate also says it just turned up speaker volume so members may be heard over women's march rally in Rotunda #utpol #utleg,,,
What Are the Possible Motives Behind Donald Trump’s Voter Fraud Lie?,,,
U.S. spies fear allies will stop sharing intel under Russia-friendly Trump,,,
"Agree. Take panicky briefing of Lab canvasses/ over excited briefing of Con or UKIP ""internal polls"" with major pin…",,,
Huge fire at Simons Valley Ranch.... 144 Ave closed Sage Hill Dr to Simons Valley Rd NW. School bus delays as well.,,,
